Date,exdate,cp_flag,strike_price,best_bid,best_offer,volume,impl_volatility,delta,gamma,optionid,contract_size,D to Expiration,Close,Moneyness
2000-02-16,2000-02-19,C,1390.0,9.0,10.0,157,0.253955,0.475008,0.015263,10100906,100,3,1387.6700439453125,1.001679041833362
2000-02-16,2000-02-19,P,1390.0,10.5,11.75,583,0.247678,-0.525811,0.015648,10689031,100,3,1387.6700439453125,1.001679041833362
2000-02-16,2000-03-18,C,1390.0,34.5,36.5,2,0.21289,0.528344,0.004695,10910871,100,31,1387.6700439453125,1.001679041833362
2000-02-16,2000-03-18,P,1390.0,31.625,33.625,637,0.216886,-0.471056,0.004609,10184183,100,31,1387.6700439453125,1.001679041833362
2000-02-17,2000-02-19,C,1390.0,2.0,2.875,1247,0.108169,0.424674,0.049848,10100906,100,2,1388.260009765625,1.0012533604815634
2000-02-17,2000-02-19,P,1390.0,10.0,11.0,1296,0.335228,-0.521306,0.016354,10689031,100,2,1388.260009765625,1.0012533604815634
2000-02-17,2000-03-18,C,1390.0,28.875,30.875,1934,0.195326,0.50363,0.005197,10910871,100,30,1388.260009765625,1.0012533604815634
2000-02-17,2000-03-18,P,1390.0,34.5,35.5,1793,0.221867,-0.490078,0.004575,10184183,100,30,1388.260009765625,1.0012533604815634
2000-02-18,2000-03-18,C,1350.0,35.0,39.0,2250,0.241435,0.52322,0.004425,11270247,100,29,1346.0899658203125,1.0029047346603648
2000-02-18,2000-03-18,P,1350.0,32.0,33.5,8398,0.227835,-0.476941,0.004689,11630621,100,29,1346.0899658203125,1.0029047346603648
2000-02-22,2000-03-18,C,1350.0,31.25,33.25,4356,0.205724,0.552098,0.005545,11270247,100,25,1352.1700439453125,0.9983951397569932
2000-02-22,2000-03-18,P,1350.0,31.875,33.875,6156,0.264463,-0.454118,0.004322,11630621,100,25,1352.1700439453125,0.9983951397569932
2000-02-23,2000-03-18,C,1365.0,28.875,30.875,548,0.216404,0.51512,0.005393,10026760,100,24,1360.68994140625,1.0031675537994318
2000-02-23,2000-03-18,P,1365.0,28.5,30.5,594,0.219483,-0.484786,0.005318,10062046,100,24,1360.68994140625,1.0031675537994318
2000-02-24,2000-03-18,C,1350.0,31.75,33.75,5157,0.215167,0.55655,0.005524,11270247,100,23,1353.4300537109375,0.9974656586784572
2000-02-24,2000-03-18,P,1350.0,25.75,27.75,5172,0.232343,-0.445999,0.00512,11630621,100,23,1353.4300537109375,0.9974656586784572
2000-03-06,2000-03-18,C,1390.0,20.5,22.5,100,0.203345,0.537518,0.008087,10910871,100,12,1391.280029296875,0.9990799628615944
2000-03-06,2000-03-18,P,1390.0,16.375,17.625,316,0.195564,-0.461541,0.008407,10184183,100,12,1391.280029296875,0.9990799628615944
2000-03-07,2000-03-18,C,1350.0,21.5,24.125,1440,0.208978,0.57306,0.008365,11270247,100,11,1355.6199951171875,0.9958542990384988
2000-03-07,2000-03-18,P,1350.0,18.875,20.5,5912,0.261978,-0.438491,0.006706,11630621,100,11,1355.6199951171875,0.9958542990384988
2000-03-08,2000-03-18,C,1365.0,19.0,20.25,2533,0.20729,0.539499,0.008924,10026760,100,10,1366.699951171875,0.998756163581906
2000-03-08,2000-03-18,P,1365.0,18.5,19.75,2598,0.244629,-0.464362,0.007569,10062046,100,10,1366.699951171875,0.998756163581906
2000-03-09,2000-03-18,C,1400.0,18.75,20.0,12579,0.212509,0.537909,0.009006,10126667,100,9,1401.68994140625,0.998794354331633
2000-03-09,2000-03-18,P,1400.0,14.5,15.25,8030,0.200357,-0.460535,0.009548,11305405,100,9,1401.68994140625,0.998794354331633
2000-03-10,2000-03-18,C,1395.0,16.875,18.125,147,0.216333,0.521703,0.009531,11037616,100,8,1395.0699462890625,0.9999498618049592
2000-03-10,2000-03-18,P,1395.0,11.625,12.875,160,0.169516,-0.47525,0.012158,10384710,100,8,1395.0699462890625,0.9999498618049592
2000-03-13,2000-03-18,C,1385.0,12.75,14.0,71,0.235578,0.499282,0.011692,11709273,100,5,1383.6199951171875,1.0009973872072409
2000-03-13,2000-03-18,P,1385.0,14.0,15.25,77,0.248864,-0.50014,0.011067,11698533,100,5,1383.6199951171875,1.0009973872072409
2000-03-14,2000-03-18,C,1360.0,14.25,15.5,10,0.30447,0.503533,0.010633,10401518,100,4,1359.1500244140625,1.0006253728953167
2000-03-14,2000-03-18,P,1360.0,13.0,14.25,1238,0.275266,-0.497205,0.011762,11250641,100,4,1359.1500244140625,1.0006253728953167
2000-03-15,2000-03-18,C,1390.0,15.375,16.625,1316,0.356957,0.533504,0.010807,10910871,100,3,1392.1400146484375,0.9984627877757124
2000-03-15,2000-03-18,P,1390.0,10.125,11.375,8653,0.292346,-0.461223,0.01318,10184183,100,3,1392.1400146484375,0.9984627877757124
2000-03-16,2000-03-18,C,1460.0,6.0,7.0,2353,0.233829,0.473738,0.022301,10778646,100,2,1458.469970703125,1.0010490646551586
2000-03-16,2000-03-18,P,1460.0,6.0,7.0,453,0.191496,-0.533034,0.027196,10724497,100,2,1458.469970703125,1.0010490646551586
2000-03-16,2000-04-22,C,1450.0,42.0,46.0,2466,0.191722,0.589055,0.004428,10725205,100,37,1458.469970703125,0.9941925642123152
2000-03-16,2000-04-22,P,1450.0,25.0,29.0,2585,0.191945,-0.410888,0.004424,10987553,100,37,1458.469970703125,0.9941925642123152
2000-03-17,2000-04-22,C,1475.0,36.5,38.5,10720,0.212202,0.505527,0.004145,10934510,100,36,1464.469970703125,1.0071903347337463
2000-03-17,2000-04-22,P,1475.0,32.375,34.375,1177,0.179287,-0.497898,0.004907,11509708,100,36,1464.469970703125,1.0071903347337463
2000-03-20,2000-04-22,C,1450.0,44.5,46.0,3853,0.219491,0.573826,0.004142,10725205,100,33,1456.6300048828125,0.9954483946777232
2000-03-20,2000-04-22,P,1450.0,27.625,29.625,7184,0.206745,-0.423202,0.004391,10987553,100,33,1456.6300048828125,0.9954483946777232
2000-03-21,2000-04-22,C,1500.0,32.5,34.5,4034,0.187965,0.519401,0.004869,11133473,100,32,1493.8699951171875,1.0041034393239363
2000-03-21,2000-04-22,P,1500.0,32.5,34.5,340,0.197988,-0.480446,0.004623,10588311,100,32,1493.8699951171875,1.0041034393239363
2000-03-22,2000-04-22,C,1500.0,35.25,37.25,3591,0.1867,0.551656,0.004925,11133473,100,31,1500.6400146484375,0.9995735055428416
2000-03-22,2000-04-22,P,1500.0,30.0,31.625,367,0.20326,-0.450728,0.004527,10588311,100,31,1500.6400146484375,0.9995735055428416
2000-03-23,2000-04-22,C,1525.0,36.5,38.5,15659,0.188879,0.558928,0.004852,11744892,100,30,1527.3499755859375,0.9984614033302772
2000-03-23,2000-04-22,P,1525.0,28.625,30.625,271,0.200552,-0.443217,0.004574,11276944,100,30,1527.3499755859375,0.9984614033302772
2000-03-24,2000-04-22,C,1525.0,44.875,46.875,2106,0.242745,0.551147,0.003853,11744892,100,29,1527.4599609375,0.9983895087266378
2000-03-24,2000-04-22,P,1525.0,25.375,27.375,736,0.184236,-0.440142,0.005061,11276944,100,29,1527.4599609375,0.9983895087266378
2000-03-27,2000-04-22,C,1525.0,34.5,36.5,1796,0.206263,0.536707,0.004829,11744892,100,26,1523.8599853515625,1.0007481098390902
2000-03-27,2000-04-22,P,1525.0,32.75,34.25,1000,0.227405,-0.4646,0.004382,11276944,100,26,1523.8599853515625,1.0007481098390902
2000-03-28,2000-04-22,C,1500.0,44.0,46.0,280,0.245357,0.570749,0.004139,11133473,100,25,1507.72998046875,0.994873100244152
2000-03-28,2000-04-22,P,1500.0,24.875,26.875,606,0.210637,-0.421511,0.004804,10588311,100,25,1507.72998046875,0.994873100244152
2000-03-29,2000-04-22,C,1500.0,41.875,43.875,467,0.2342,0.57635,0.004416,11133473,100,24,1508.52001953125,0.9943520673103844
2000-03-29,2000-04-22,P,1500.0,23.125,25.0,1875,0.2044,-0.415814,0.005039,10588311,100,24,1508.52001953125,0.9943520673103844
2000-03-30,2000-04-22,C,1490.0,32.875,34.875,10,0.220535,0.528104,0.00494,11800502,100,23,1487.9200439453125,1.001397895043589
2000-03-30,2000-04-22,P,1490.0,30.625,32.625,25,0.229098,-0.472123,0.004755,11157142,100,23,1487.9200439453125,1.001397895043589
2000-04-10,2000-04-22,C,1500.0,29.5,31.125,5992,0.255265,0.552172,0.005933,11133473,100,12,1504.4599609375,0.9970355070568174
2000-04-10,2000-04-22,P,1500.0,20.125,22.125,6866,0.236489,-0.445052,0.006398,10588311,100,12,1504.4599609375,0.9970355070568174
2000-04-11,2000-04-22,C,1500.0,28.375,30.375,4379,0.280707,0.527158,0.005709,11133473,100,11,1500.5899658203125,0.9996068440854928
2000-04-11,2000-04-22,P,1500.0,20.25,22.25,5136,0.230141,-0.470582,0.00696,10588311,100,11,1500.5899658203125,0.9996068440854928
2000-04-12,2000-04-22,C,1465.0,23.5,27.5,0,0.253189,0.538003,0.006808,10624003,100,10,1467.1700439453125,0.9985209322162296
2000-04-12,2000-04-22,P,1465.0,24.375,28.375,7,0.310804,-0.465762,0.005551,10066932,100,10,1467.1700439453125,0.9985209322162296
2000-04-13,2000-04-22,C,1445.0,24.25,26.25,0,0.311204,0.493968,0.00601,11102987,100,9,1440.510009765625,1.003116944834771
2000-04-13,2000-04-22,P,1445.0,24.125,26.125,106,0.279938,-0.508655,0.006681,10274408,100,9,1440.510009765625,1.003116944834771
2000-04-13,2000-05-20,C,1450.0,47.5,49.5,100,0.270518,0.514856,0.003258,10859714,100,37,1440.510009765625,1.0065879377234728
2000-04-13,2000-05-20,P,1450.0,46.625,48.625,10165,0.262117,-0.485736,0.003362,10168464,100,37,1440.510009765625,1.0065879377234728
2000-04-14,2000-04-22,C,1355.0,28.0,32.0,1655,0.379283,0.528194,0.005585,10719372,100,8,1356.56005859375,0.9988499892917626
2000-04-14,2000-04-22,P,1355.0,26.0,29.0,254,0.388175,-0.471967,0.005457,10159599,100,8,1356.56005859375,0.9988499892917626
2000-04-14,2000-05-20,C,1350.0,54.75,60.75,35,0.310526,0.553873,0.003023,10043007,100,36,1356.56005859375,0.9951641959733428
2000-04-14,2000-05-20,P,1350.0,43.75,49.75,3871,0.314801,-0.44424,0.002982,10794115,100,36,1356.56005859375,0.9951641959733428
2000-04-17,2000-04-22,C,1400.0,16.5,19.0,11649,0.282652,0.528872,0.009595,11588359,100,5,1401.43994140625,0.99897252721026
2000-04-17,2000-04-22,P,1400.0,16.0,19.0,9806,0.319272,-0.472997,0.008498,11315908,100,5,1401.43994140625,0.99897252721026
2000-04-17,2000-05-20,C,1400.0,46.75,50.0,1074,0.272732,0.538798,0.003502,10807604,100,33,1401.43994140625,0.99897252721026
2000-04-17,2000-05-20,P,1400.0,39.75,43.75,2428,0.273097,-0.459533,0.003497,11067210,100,33,1401.43994140625,0.99897252721026
2000-04-18,2000-04-22,C,1445.0,10.75,13.25,1116,0.254588,0.4728,0.011962,11102987,100,4,1441.6099853515625,1.0023515477021414
2000-04-18,2000-04-22,P,1445.0,13.5,15.0,178,0.246766,-0.528348,0.012339,10274408,100,4,1441.6099853515625,1.0023515477021414
2000-04-18,2000-05-20,C,1450.0,34.875,38.0,2783,0.219669,0.509438,0.004322,10859714,100,32,1441.6099853515625,1.005819892157858
2000-04-18,2000-05-20,P,1450.0,37.875,41.875,1500,0.235585,-0.489412,0.004029,10168464,100,32,1441.6099853515625,1.005819892157858
2000-04-19,2000-04-22,C,1425.0,7.25,9.0,2725,0.155367,0.573708,0.023885,11042832,100,3,1427.469970703125,0.9982696864005424
2000-04-19,2000-04-22,P,1425.0,1.0,2.5,5133,0.071194,-0.346197,0.04904,11619567,100,3,1427.469970703125,0.9982696864005424
2000-04-19,2000-05-20,C,1425.0,44.0,46.0,2073,0.245547,0.552668,0.003935,10749843,100,31,1427.469970703125,0.9982696864005424
2000-04-19,2000-05-20,P,1425.0,33.25,37.0,1851,0.24468,-0.447245,0.003949,10357227,100,31,1427.469970703125,0.9982696864005424
2000-04-20,2000-05-20,C,1425.0,45.5,47.5,534,0.234733,0.582619,0.004113,10749843,100,30,1434.5400390625,0.9933497575510444
2000-04-20,2000-05-20,P,1425.0,29.0,31.0,956,0.235131,-0.417475,0.004106,10357227,100,30,1434.5400390625,0.9933497575510444
2000-04-24,2000-05-20,C,1425.0,39.0,41.0,739,0.230431,0.562481,0.00457,10749843,100,26,1429.8599853515625,0.9966010760484584
2000-04-24,2000-05-20,P,1425.0,32.75,34.75,557,0.262065,-0.441937,0.004025,10357227,100,26,1429.8599853515625,0.9966010760484584
2000-04-25,2000-05-20,C,1475.0,38.875,39.0,759,0.229217,0.550592,0.004557,11525998,100,25,1477.43994140625,0.9983485342869994
2000-04-25,2000-05-20,P,1475.0,30.125,32.0,251,0.233158,-0.449862,0.004481,10141171,100,25,1477.43994140625,0.9983485342869994
2000-04-26,2000-05-20,C,1450.0,46.25,48.25,33,0.263567,0.581843,0.00404,10859714,100,24,1460.989990234375,0.9924777101090118
2000-04-26,2000-05-20,P,1450.0,27.5,29.25,4791,0.248213,-0.41472,0.004282,10168464,100,24,1460.989990234375,0.9924777101090118
2000-04-27,2000-05-20,C,1475.0,25.625,27.625,2968,0.200725,0.484743,0.005522,11525998,100,23,1464.9200439453125,1.006880891620228
2000-04-27,2000-05-20,P,1475.0,39.125,41.125,3108,0.263145,-0.506252,0.004215,10141171,100,23,1464.9200439453125,1.006880891620228
2000-05-08,2000-05-20,C,1425.0,25.0,27.0,134,0.254222,0.520643,0.006339,10749843,100,12,1424.1700439453125,1.000582764718452
2000-05-08,2000-05-20,P,1425.0,26.375,27.5,722,0.282678,-0.479565,0.005701,10357227,100,12,1424.1700439453125,1.000582764718452
2000-05-09,2000-05-20,C,1400.0,33.625,35.625,1275,0.288025,0.595306,0.005756,10807604,100,11,1412.1400146484375,0.9914031083869116
2000-05-09,2000-05-20,P,1400.0,20.625,22.0,2575,0.301772,-0.408094,0.005505,11067210,100,11,1412.1400146484375,0.9914031083869116
2000-05-10,2000-05-20,C,1375.0,28.5,30.5,556,0.278711,0.575745,0.006472,11502013,100,10,1383.050048828125,0.9941794956480816
2000-05-10,2000-05-20,P,1375.0,21.75,23.75,3702,0.319191,-0.431425,0.00567,10258739,100,10,1383.050048828125,0.9941794956480816
2000-05-11,2000-05-20,C,1400.0,27.0,28.5,4299,0.27165,0.576889,0.006915,10807604,100,9,1407.81005859375,0.9944523349964188
2000-05-11,2000-05-20,P,1400.0,18.0,19.0,6521,0.278482,-0.424583,0.00675,11067210,100,9,1407.81005859375,0.9944523349964188
2000-05-11,2000-06-17,C,1400.0,49.75,51.75,4369,0.243426,0.57144,0.003642,10219174,100,37,1407.81005859375,0.9944523349964188
2000-05-11,2000-06-17,P,1400.0,36.0,36.875,5056,0.249324,-0.428426,0.003558,11544579,100,37,1407.81005859375,0.9944523349964188
2000-05-12,2000-05-20,C,1425.0,18.5,19.25,2040,0.25422,0.489223,0.007972,10749843,100,8,1420.9599609375,1.0028431758624885
2000-05-12,2000-05-20,P,1425.0,19.25,20.5,571,0.238496,-0.512385,0.008496,10357227,100,8,1420.9599609375,1.0028431758624885
2000-05-12,2000-06-17,C,1425.0,43.875,45.875,663,0.241715,0.533541,0.003738,11386924,100,36,1420.9599609375,1.0028431758624885
2000-05-12,2000-06-17,P,1425.0,37.375,39.375,1309,0.232931,-0.466299,0.003878,10582564,100,36,1420.9599609375,1.0028431758624885
2000-05-15,2000-05-20,C,1450.0,16.625,17.875,7048,0.255559,0.540378,0.010215,10859714,100,5,1452.3599853515625,0.9983750685950004
2000-05-15,2000-05-20,P,1450.0,15.5,16.5,561,0.29143,-0.463178,0.008965,10168464,100,5,1452.3599853515625,0.9983750685950004
2000-05-15,2000-06-17,C,1450.0,41.375,43.0,1831,0.222154,0.546572,0.004139,10336834,100,33,1452.3599853515625,0.9983750685950004
2000-05-15,2000-06-17,P,1450.0,34.5,36.375,1829,0.230854,-0.452454,0.003984,11653709,100,33,1452.3599853515625,0.9983750685950004
2000-05-16,2000-05-20,C,1475.0,8.75,10.0,6519,0.245414,0.405875,0.011889,11525998,100,4,1466.0400390625,1.006111675465037
2000-05-16,2000-05-20,P,1475.0,17.125,19.625,2773,0.261794,-0.587777,0.011187,10141171,100,4,1466.0400390625,1.006111675465037
2000-05-16,2000-06-17,C,1465.0,39.125,43.125,91,0.218031,0.546174,0.004249,11708505,100,32,1466.0400390625,0.9992905793601892
2000-05-16,2000-06-17,P,1465.0,32.125,36.125,88,0.223568,-0.453417,0.004145,10621622,100,32,1466.0400390625,0.9992905793601892
2000-05-17,2000-05-20,C,1450.0,9.5,11.0,4515,0.258673,0.479784,0.014372,10859714,100,3,1447.800048828125,1.0015195131217571
2000-05-17,2000-05-20,P,1450.0,9.5,10.0,5471,0.20779,-0.526844,0.017874,10168464,100,3,1447.800048828125,1.0015195131217571
2000-05-17,2000-06-17,C,1450.0,39.0,40.75,3752,0.223545,0.537433,0.004281,10336834,100,31,1447.800048828125,1.0015195131217571
2000-05-17,2000-06-17,P,1450.0,31.75,33.75,3204,0.215109,-0.462083,0.004448,11653709,100,31,1447.800048828125,1.0015195131217571
2000-05-18,2000-05-20,C,1425.0,9.25,11.25,5627,,,,10749843,100,2,1437.2099609375,0.9915044000046204
2000-05-18,2000-05-20,P,1425.0,1.5,1.875,3810,0.199403,-0.200422,0.018687,10357227,100,2,1437.2099609375,0.9915044000046204
2000-05-18,2000-06-17,C,1435.0,38.0,40.0,0,0.216768,0.547586,0.004504,10993250,100,30,1437.2099609375,0.998462325618688
2000-05-18,2000-06-17,P,1435.0,31.625,31.75,3,0.220693,-0.451543,0.004424,10988012,100,30,1437.2099609375,0.998462325618688
2000-05-19,2000-06-17,C,1400.0,43.625,45.375,7132,0.239414,0.573387,0.004204,10219174,100,29,1406.949951171875,0.9950602712156988
2000-05-19,2000-06-17,P,1400.0,28.125,30.125,17977,0.231039,-0.42491,0.004352,11544579,100,29,1406.949951171875,0.9950602712156988
2000-05-22,2000-06-17,C,1400.0,35.625,37.625,5256,0.225936,0.545974,0.004785,10219174,100,26,1400.719970703125,0.9994859995443888
2000-05-22,2000-06-17,P,1400.0,32.125,34.125,10657,0.250704,-0.456106,0.004315,11544579,100,26,1400.719970703125,0.9994859995443888
2000-05-23,2000-06-17,C,1375.0,36.0,37.625,86,0.244661,0.535082,0.004611,10901690,100,25,1373.8599853515625,1.0008297895423062
2000-05-23,2000-06-17,P,1375.0,28.125,30.125,568,0.224583,-0.463927,0.005022,10899368,100,25,1373.8599853515625,1.0008297895423062
2000-05-24,2000-06-17,C,1400.0,30.625,32.625,3641,0.208073,0.53728,0.005436,10219174,100,24,1399.050048828125,1.0006789972758092
2000-05-24,2000-06-17,P,1400.0,29.375,31.375,6178,0.234388,-0.464417,0.004827,11544579,100,24,1399.050048828125,1.0006789972758092
2000-05-25,2000-06-17,C,1380.0,34.25,36.25,171,0.234146,0.54689,0.004989,10588952,100,23,1381.52001953125,0.9988997484583932
2000-05-25,2000-06-17,P,1380.0,25.25,27.25,430,0.219669,-0.451489,0.005315,10446469,100,23,1381.52001953125,0.9988997484583932
2000-06-05,2000-06-17,C,1470.0,20.375,22.375,427,0.207438,0.511628,0.007545,11110416,100,12,1467.6300048828125,1.0016148450967224
